State,City,Location,Year,SO2 monitoring Days / Year,SO2 Minimum,SO2 Maximum,SO2 Annual Avg,NO2 monitoring Days / Year,NO2 Minimum,NO2 Maximum,NO2 Annual Avg,PM10 monitoring Days / Year,PM10 Minimum,PM10 Maximum,PM10 Annual Avg,PM25 monitoring Days / Year,PM25 Minimum,PM25 Maximum,PM25 Annual Avg
Telangana,Hyderabad,"Nacharam, Industrial Estate",2018,90,2,15,6,90,5,24,11,90,12,172,63,0,0,0,0
Telangana,Hyderabad,Paradise,2016,108,3,8,5,0,0,0,0,108,58,230,121,0,0,0,0
Telangana,Hyderabad,Paradise,2017,98,2,6,5,98,22,71,39,98,47,173,109,83,21,87,51
Telangana,Hyderabad,Paradise,2018,107,4,6,5,107,23,77,37,107,40,175,112,30,35,70,54
Telangana,Hyderabad,"Tarnaka, NEERI Lab. IICT Campus",2016,58,2,14,3,0,0,0,0,62,14,180,74,0,0,0,0
Telangana,Hyderabad,"Tarnaka, NEERI Lab. IICT Campus",2017,89,2,20,5,89,5,36,14,92,15,167,78,89,6,94,53
Telangana,Hyderabad,"Tarnaka, NEERI Lab. IICT Campus",2018,90,2,13,6,90,5,27,13,90,18,162,81,93,8,134,52
Telangana,Hyderabad,"Uppal, Modern Foods & Industries IDA",2016,106,2,10,5,0,0,0,0,106,48,234,95,0,0,0,0
Telangana,Hyderabad,"Uppal, Modern Foods & Industries IDA",2017,108,2,6,5,108,18,69,34,108,53,222,112,79,21,120,53
Telangana,Hyderabad,"Uppal, Modern Foods & Industries IDA",2018,107,4,6,5,107,22,79,33,107,60,187,117,29,37,81,54
Telangana,Hyderabad,Zoo Park,2016,36,4,23,10,0,0,0,0,36,50,254,127,0,0,0,0
Telangana,Hyderabad,Zoo Park,2017,95,3,44,12,94,10,112,41,97,15,226,106,95,6,124,51
Telangana,Hyderabad,Zoo Park,2018,104,2,12,4,103,27,107,58,105,17,220,104,105,11,126,54
Telangana,Hydrabad,ABIDS Circle General Post Office,2016,0,0,0,0,57,5,35,18,0,0,0,0,0,0,0,0
Telangana,Hydrabad,Balanagar,2016,0,0,0,0,105,20,68,31,0,0,0,0,74,17,110,50
Telangana,Hydrabad,Charminar,2016,0,0,0,0,107,19,59,30,0,0,0,0,70,21,124,48
Telangana,Hydrabad,"Jeedimetla Industrial Estate, Rangareddy Distt.",2016,0,0,0,0,104,16,49,28,0,0,0,0,70,17,96,50
Telangana,Hydrabad,Jublee Hills,2016,0,0,0,0,105,15,44,28,0,0,0,0,74,3,85,38
Telangana,Hydrabad,"Nacharam, Industrial Estate",2016,0,0,0,0,61,5,30,15,0,0,0,0,0,0,0,0
Telangana,Hydrabad,Paradise,2016,0,0,0,0,107,17,55,29,0,0,0,0,72,18,115,51
Telangana,Hydrabad,"Tarnaka, NEERI Lab. IICT Campus",2016,0,0,0,0,57,5,28,15,0,0,0,0,8,27,78,55
Telangana,Hydrabad,"Uppal, Modern Foods & Industries IDA",2016,0,0,0,0,105,14,75,28,0,0,0,0,78,19,85,42
Telangana,Hydrabad,Zoo Park,2016,0,0,0,0,36,25,121,45,0,0,0,0,27,19,254,128
Telangana,Karimnagar,"On the terrace of the DIC building, Karimnagar",2016,83,4,11,7,83,13,38,24,89,15,146,60,0,0,0,0
Telangana,Karimnagar,"On the terrace of the DIC building, Karimnagar",2017,87,5,10,7,87,14,71,25,89,25,132,72,0,0,0,0
Telangana,Karimnagar,"On the terrace of the DIC building, Karimnagar",2018,91,5,11,9,91,26,55,39,92,62,139,98,25,27,79,49
Telangana,Karimnagar,Station Name: CER Club Khamam,2016,105,5,9,7,105,12,36,21,0,0,0,0,0,0,0,0
Telangana,Karimnagar,Station Name: CER Club Khamam,2017,0,0,0,0,78,15,35,25,0,0,0,0,0,0,0,0
Telangana,Khammam,Jalasoudha building,2016,100,4,9,7,99,11,33,21,100,30,112,52,0,0,0,0
Telangana,Khammam,Jalasoudha building,2017,95,6,9,7,95,11,33,24,95,25,82,53,0,0,0,0
Telangana,Khammam,Jalasoudha building,2018,79,3,12,9,79,25,80,38,80,50,116,81,0,0,0,0
Telangana,Khammam,Station Name: CER Club Khamam,2016,0,0,0,0,0,0,0,0,105,31,93,57,0,0,0,0
Telangana,Khammam,Station Name: CER Club Khamam,2017,84,5,9,7,0,0,0,0,78,33,82,57,27,11,62,27
Telangana,Khammam,Station Name: CER Club Khamam,2018,85,3,14,9,85,29,89,41,89,44,156,85,26,26,44,36
Telangana,Kothur,Mehaboobnagar,2016,102,7,15,9,102,23,58,32,102,20,145,78,0,0,0,0
Telangana,Kothur,Mehaboobnagar,2017,92,5,16,8,92,12,46,29,96,14,128,80,0,0,0,0
Telangana,Kothur,Mehaboobnagar,2018,91,4,13,9,91,27,81,44,92,61,153,106,0,0,0,0
Telangana,Nalgonda,AP PCB Nalgonda,2016,103,4,7,6,103,21,30,26,103,45,76,59,9,22,47,35
Telangana,Nalgonda,AP PCB Nalgonda,2017,87,4,6,5,87,21,26,23,87,46,71,58,87,11,50,36
Telangana,Nalgonda,AP PCB Nalgonda,2018,73,5,11,6,73,22,30,23,73,41,100,57,18,26,50,40
Telangana,Nalgonda,M/s. Srini Pharmaceuticals pvt. Ltd.Choutuppal (V & M),2016,102,5,10,7,102,22,34,27,102,48,86,64,0,0,0,0
Telangana,Nalgonda,M/s. Srini Pharmaceuticals pvt. Ltd.Choutuppal (V & M),2017,84,5,7,6,84,20,29,25,84,49,71,62,0,0,0,0
Telangana,Nalgonda,M/s. Srini Pharmaceuticals pvt. Ltd.Choutuppal (V & M),2018,71,6,11,6,71,21,36,25,71,50,98,62,4,53,62,57
Telangana,Nizamabad,"subashnagar,nizamabad dist",2016,58,4,11,5,58,14,31,19,90,50,96,63,63,21,54,31
Telangana,Nizamabad,"subashnagar,nizamabad dist",2017,87,4,6,5,87,18,22,21,86,53,71,62,86,21,38,29
Telangana,Nizamabad,"subashnagar,nizamabad dist",2018,88,3,9,6,88,17,37,23,89,38,74,60,62,21,65,27
Telangana,Patencheru,"Police Station, Medak, Ramachadrapuram",2016,106,5,12,6,106,21,31,25,106,40,113,78,56,20,66,38
Telangana,Patencheru,"Police Station, Medak, Ramachadrapuram",2017,104,4,6,5,104,21,27,24,104,29,104,78,68,12,50,31
Telangana,Patencheru,"Police Station, Medak, Ramachadrapuram",2018,84,5,11,6,84,21,35,23,85,38,114,81,74,15,61,37
Telangana,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",2016,102,7,11,8,102,7,11,8,103,15,199,69,0,0,0,0
Telangana,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",2017,80,6,10,8,80,11,42,26,84,16,132,76,0,0,0,0
Telangana,Ramagundam,"Godavarikhani, Ramagundam, Karimnagar",2018,85,6,39,9,85,26,57,41,92,71,177,104,33,30,82,49
Telangana,Sangareddy,"Administrative Building of M/s. Mylan Industries, Gaddapothara",2016,102,4,7,5,102,20,28,25,103,36,107,74,73,13,69,34
Telangana,Sangareddy,"M/s. Mylan Industries, Gaddapothara",2017,97,4,7,5,97,19,26,23,97,36,105,74,85,14,52,35
Telangana,Sangareddy,"M/s. Mylan Industries, Gaddapothara",2018,77,4,11,6,77,21,31,23,77,28,106,78,42,20,54,37
Telangana,Sangareddy,Pashamylaram/Municipal Office,2017,100,1,34,9,98,21,104,45,102,17,200,98,103,6,203,45
Telangana,Sangareddy,Pashamylaram/Municipal Office,2018,103,2,78,9,104,28,106,68,104,17,267,101,104,7,250,47
Telangana,Sangareddy,Regional office Building of SANGAREDDY,2016,0,0,0,0,108,19,30,22,108,36,96,66,87,10,66,28
Telangana,Sangareddy,Regional office Building of SANGAREDDY,2017,96,3,5,5,96,20,25,22,94,30,92,64,94,14,47,30
Telangana,Sangareddy,Regional office Building of SANGAREDDY,2018,77,4,7,5,77,22,32,23,77,45,100,65,76,18,52,34
Telangana,Warangal,"KUDA Office, Hanumakonda",2016,97,6,9,7,96,18,37,24,99,29,100,66,0,0,0,0
Telangana,Warangal,"KUDA Office, Hanumakonda",2017,93,6,10,8,93,12,29,24,95,33,168,72,0,0,0,0
Telangana,Warangal,"KUDA Office, Hanumakonda",2018,88,4,43,9,88,9,81,37,90,64,170,86,0,0,0,0
Telangana,Warangal,"Mee-Seva Building ,Municipal Complex",2016,87,6,9,7,87,15,33,23,92,27,130,73,0,0,0,0
Telangana,Warangal,"Mee-Seva Building ,Municipal Complex",2017,97,6,18,7,97,12,51,26,100,30,97,68,0,0,0,0
Telangana,Warangal,"Mee-Seva Building ,Municipal Complex",2018,86,3,11,8,86,26,86,39,87,65,142,84,35,25,71,41
Tripura,Agartala,"Bordowali Bipani Bitan, Agartala MC, Bordowali, Near Nagerjala",2017,69,19,37,25,69,6,48,20,69,43,112,76,69,30,81,50
Tripura,Agartala,"Bordowali Bipani Bitan, Agartala MC, Bordowali, Near Nagerjala",2018,104,6,37,12,104,12,31,19,104,83,159,104,104,49,72,60
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru Complex, Gorkhabasti, Kunjaban",2017,69,16,30,21,69,6,30,14,69,19,73,47,69,14,43,29
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru Complex, Gorkhabasti, Kunjaban",2018,104,5,23,11,104,10,26,16,104,41,57,47,104,19,33,24
Uttar Pradesh,Agra,DIC Nunhai,2016,132,2,12,4,132,5,70,35,132,37,794,243,0,0,0,0
Uttar Pradesh,Agra,DIC Nunhai,2017,84,2,11,2,84,5,52,24,83,29,571,227,70,13,498,149
Uttar Pradesh,Agra,DIC Nunhai,2018,109,2,16,4,110,5,65,24,108,31,675,233,82,8,398,115
Uttar Pradesh,Agra,Etmad-uddaulah,2016,136,2,10,3,136,5,54,24,134,23,519,194,0,0,0,0
Uttar Pradesh,Agra,Etmad-uddaulah,2017,81,2,19,3,81,5,52,22,81,23,507,172,67,12,440,131
Uttar Pradesh,Agra,Etmad-uddaulah,2018,113,2,13,4,113,5,64,22,112,15,644,209,63,10,292,109
Uttar Pradesh,Agra,Nunhai,2016,91,6,22,10,91,9,29,17,92,75,456,223,0,0,0,0
Uttar Pradesh,Agra,Nunhai,2017,97,3,12,8,97,10,40,17,97,61,656,209,0,0,0,0
Uttar Pradesh,Agra,Nunhai,2018,94,4,9,6,94,14,34,22,94,62,574,237,0,0,0,0
Uttar Pradesh,Agra,Rambagh,2016,77,2,14,3,77,5,65,28,76,26,377,177,0,0,0,0
Uttar Pradesh,Agra,Rambagh,2017,75,2,8,2,75,5,53,23,74,17,459,160,62,10,333,106
Uttar Pradesh,Agra,Rambagh,2018,111,2,21,4,112,5,64,23,109,16,424,193,87,4,279,104
Uttar Pradesh,Agra,"Regional Office, Bodla",2016,71,4,22,8,71,8,27,14,77,53,419,184,0,0,0,0
Uttar Pradesh,Agra,"Regional Office, Bodla",2017,89,3,9,6,89,6,31,13,90,42,452,163,0,0,0,0
Uttar Pradesh,Agra,"Regional Office, Bodla",2018,92,3,7,5,92,14,31,21,92,49,450,201,0,0,0,0
Uttar Pradesh,Agra,Taj Mahal,2016,294,2,50,3,294,5,49,17,294,11,561,167,0,0,0,0
Uttar Pradesh,Agra,Taj Mahal,2017,245,2,8,2,245,5,57,16,232,15,546,176,226,6,458,108
Uttar Pradesh,Agra,Taj Mahal,2018,299,2,26,4,299,5,58,18,297,17,605,181,278,6,403,95
Uttar Pradesh,Allahabad,Alopibagh/Sewage Pumping Stations,2016,112,2,40,5,112,19,92,41,112,41,341,198,0,0,0,0
Uttar Pradesh,Allahabad,Alopibagh/Sewage Pumping Stations,2017,113,2,15,4,113,22,93,48,113,57,172,108,0,0,0,0
Uttar Pradesh,Allahabad,Alopibagh/Sewage Pumping Stations,2018,117,2,12,4,117,27,96,57,117,51,448,262,0,0,0,0
Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,2016,87,2,11,4,105,5,57,27,105,31,338,178,0,0,0,0
Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,2017,99,2,13,4,99,7,60,24,99,62,296,171,0,0,0,0
Uttar Pradesh,Allahabad,Bharat Yantra Nigam Ltd,2018,99,2,15,4,99,7,51,29,99,93,437,194,0,0,0,0
Uttar Pradesh,Allahabad,Jhonstonganj/co-operative Bank,2016,100,2,36,4,100,23,109,41,100,39,323,196,0,0,0,0
Uttar Pradesh,Allahabad,Jhonstonganj/co-operative Bank,2017,115,2,16,4,115,20,98,53,116,54,182,113,0,0,0,0
Uttar Pradesh,Allahabad,Jhonstonganj/co-operative Bank,2018,115,2,12,4,115,18,111,54,115,69,464,241,0,0,0,0
Uttar Pradesh,Allahabad,Rambagh/Parag Dairy,2016,110,2,26,4,110,19,76,38,110,37,347,179,0,0,0,0
Uttar Pradesh,Allahabad,Rambagh/Parag Dairy,2017,112,1,40,3,112,16,79,43,112,52,164,93,0,0,0,0
Uttar Pradesh,Allahabad,Rambagh/Parag Dairy,2018,105,2,9,3,105,19,79,49,105,58,364,223,0,0,0,0
Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,2016,93,2,15,4,105,14,86,39,105,44,477,226,0,0,0,0
Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,2017,106,2,21,5,106,11,84,34,106,53,444,216,0,0,0,0
Uttar Pradesh,Allahabad,Square crossing circle of Laxmi Talkies,2018,99,2,15,5,99,11,63,34,99,112,485,236,0,0,0,0
Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra",2016,78,14,20,18,78,19,35,28,79,84,150,130,0,0,0,0
Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra",2017,81,8,23,17,81,23,40,32,81,64,242,165,0,0,0,0
Uttar Pradesh,Anpara,"Anpara Colony, Sonabhadra",2018,96,11,23,18,96,17,35,28,99,50,320,204,0,0,0,0
Uttar Pradesh,Anpara,"Renusagar Colony, Sonabhadra",2016,84,15,46,19,84,18,37,29,84,65,537,133,0,0,0,0
Uttar Pradesh,Anpara,"Renusagar Colony, Sonabhadra",2017,81,10,22,16,81,20,38,31,81,67,207,142,0,0,0,0
Uttar Pradesh,Anpara,"Renusagar Colony, Sonabhadra",2018,94,11,24,18,94,19,34,28,97,45,313,177,0,0,0,0
Uttar Pradesh,Bareily,IVRI Izatnaga,2016,52,9,12,11,52,18,23,20,52,165,266,229,0,0,0,0
Uttar Pradesh,Bareily,IVRI Izatnaga,2017,53,8,13,11,53,18,26,21,53,110,262,183,0,0,0,0
Uttar Pradesh,Bareily,IVRI Izatnaga,2018,105,7,45,13,105,10,38,20,105,130,315,199,0,0,0,0
Uttar Pradesh,Bareily,"Indian oetrol pump, Civil Line",2016,52,11,15,12,52,19,27,24,52,194,318,277,0,0,0,0
Uttar Pradesh,Bareily,"Indian oetrol pump, Civil Line",2017,51,10,14,12,51,20,31,22,51,131,279,207,0,0,0,0
Uttar Pradesh,Bareily,"Indian oetrol pump, Civil Line",2018,104,10,44,16,104,18,40,24,104,141,679,267,0,0,0,0
Uttar Pradesh,Firozabad,Center for Development of Glass Industry,2016,105,5,11,9,105,20,41,33,105,73,370,224,0,0,0,0
Uttar Pradesh,Firozabad,Center for Development of Glass Industry,2017,62,7,11,9,62,28,39,32,62,94,466,262,0,0,0,0
Uttar Pradesh,Firozabad,Center for Development of Glass Industry,2018,103,6,12,8,103,19,44,30,102,59,371,222,0,0,0,0
Uttar Pradesh,Firozabad,"Raunaq Auto Ltd, J.P. Nagar",2016,100,5,35,17,100,8,48,30,0,0,0,0,0,0,0,0
Uttar Pradesh,Firozabad,Raza ka Tal,2017,61,7,11,9,61,27,37,33,61,100,401,257,0,0,0,0
Uttar Pradesh,Firozabad,Raza ka Tal,2018,105,6,11,8,105,19,37,31,104,83,330,234,0,0,0,0
Uttar Pradesh,Firozabad,Tilak Nagar,2016,107,5,13,9,107,22,79,33,107,64,425,222,0,0,0,0
Uttar Pradesh,Firozabad,Tilak Nagar,2017,61,0,11,9,61,0,36,31,61,0,267,140,0,0,0,0
Uttar Pradesh,Firozabad,Tilak Nagar,2018,103,6,12,8,103,21,40,31,103,71,324,223,0,0,0,0
Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar",2016,100,5,41,23,100,11,63,36,100,58,328,202,0,0,0,0
Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar",2017,95,6,43,24,95,12,58,39,95,80,417,219,0,0,0,0
Uttar Pradesh,Gajraula,"Indira Chowk, J.P. Nagar",2018,100,6,43,22,100,15,61,36,100,93,487,242,0,0,0,0
Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",2016,0,0,0,0,0,0,0,0,100,42,308,184,0,0,0,0
Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",2017,96,7,42,20,96,10,50,32,95,93,351,194,0,0,0,0
Uttar Pradesh,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",2018,99,5,37,18,99,10,51,30,99,86,356,207,0,0,0,0
Uttar Pradesh,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",2016,111,8,38,15,111,12,45,29,111,77,632,248,0,0,0,0
Uttar Pradesh,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",2017,69,10,45,24,69,14,56,35,69,57,517,286,0,0,0,0
Uttar Pradesh,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",2018,86,6,51,22,86,24,76,44,86,50,602,254,86,28,266,102
Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,2016,106,8,32,15,106,16,48,28,108,86,628,223,0,0,0,0
Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,2017,54,9,48,20,54,16,56,33,53,72,734,275,0,0,0,0
Uttar Pradesh,Ghaziabad,Bulandshaar Road Industrial Area,2018,95,7,46,20,94,29,73,42,95,56,625,236,95,25,296,104
Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",2016,104,12,68,26,104,25,66,47,104,117,250,193,0,0,0,0
Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",2017,50,29,35,31,50,51,56,54,50,220,238,230,0,0,0,0
Uttar Pradesh,Gorakpur,"India Glycol Ltd. Gida, Gorakhpur",2018,105,20,58,40,105,32,75,59,105,169,442,270,0,0,0,0
Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",2016,104,11,28,21,104,26,56,40,104,75,249,171,0,0,0,0
Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",2017,50,22,28,24,50,40,47,44,50,206,225,216,0,0,0,0
Uttar Pradesh,Gorakpur,"Jalkal, Muncipal Corporation, Golghar",2018,105,13,52,34,105,23,76,53,105,164,425,241,0,0,0,0
Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",2016,104,4,14,9,104,12,29,20,104,40,154,98,0,0,0,0
Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",2017,50,6,8,7,50,18,21,19,50,108,118,112,0,0,0,0
Uttar Pradesh,Gorakpur,"M. M.M. Engineering College, Gorakhpur",2018,105,2,25,11,105,8,43,22,105,51,321,142,0,0,0,0
Uttar Pradesh,Jhansi,Manik Chawk / Jal chauraha,2016,102,5,21,8,102,15,34,23,102,77,252,134,0,0,0,0
Uttar Pradesh,Jhansi,Manik Chawk / Jal chauraha,2017,103,5,21,7,103,15,34,20,103,89,198,125,0,0,0,0
Uttar Pradesh,Jhansi,Manik Chawk / Jal chauraha,2018,119,4,8,6,119,13,28,19,119,44,140,103,0,0,0,0
Uttar Pradesh,Jhansi,Veeranga Nagar,2016,120,4,16,7,120,5,30,19,120,55,200,97,0,0,0,0
Uttar Pradesh,Jhansi,Veeranga Nagar,2017,103,4,18,6,103,13,31,18,103,71,179,101,0,0,0,0
Uttar Pradesh,Jhansi,Veeranga Nagar,2018,119,4,16,6,119,12,27,17,119,37,169,89,0,0,0,0
Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-5",2016,46,6,10,8,46,30,49,40,46,169,287,244,0,0,0,0
Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-5",2017,78,7,10,8,78,42,70,51,78,164,287,242,0,0,0,0
Uttar Pradesh,Kanpur,"Associated Chem Pvt Ltd, Fazalganj, Panki, Site-5",2018,78,7,9,8,78,44,64,55,79,155,285,238,0,0,0,0
Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa / Deputy ka Parao,2018,90,7,9,8,90,42,65,52,90,173,329,228,0,0,0,0
Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa/ Deputy ka Parao,2016,47,6,9,7,47,35,58,49,47,204,302,242,0,0,0,0
Uttar Pradesh,Kanpur,Chamber Of Commerce Darshanpurwa/ Deputy ka Parao,2017,90,6,9,8,90,43,64,51,90,183,297,239,0,0,0,0
Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,2016,28,5,8,7,29,21,50,37,34,120,256,227,0,0,0,0
Uttar Pradesh,Kanpur,Dabauli / Shastri NGR,2017,78,6,9,8,78,38,61,49,78,177,268,230,0,0,0,0
Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",2016,97,5,28,10,97,20,75,44,97,35,719,221,0,0,0,0
Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",2017,92,5,24,10,92,24,105,47,92,49,677,238,0,0,0,0
Uttar Pradesh,Kanpur,"Dada Nagar, Kanpur",2018,84,2,106,14,84,19,133,52,86,55,776,256,0,0,0,0
Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",2016,51,5,9,6,51,37,59,49,51,169,253,212,0,0,0,0
Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",2017,61,6,9,7,61,40,56,52,62,163,258,215,0,0,0,0
Uttar Pradesh,Kanpur,"Forest & Training Centre, Kidwai Nagar",2018,94,6,9,8,94,38,65,52,94,159,286,213,0,0,0,0
Uttar Pradesh,Kanpur,"Head Post Office, Govind Nagar / Dabauli / Shastri NGR",2018,71,6,9,8,71,40,61,51,71,128,269,189,0,0,0,0
Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",2016,98,2,2,2,98,11,27,18,98,16,353,127,0,0,0,0
Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",2017,98,2,2,2,98,8,26,17,98,16,376,115,0,0,0,0
Uttar Pradesh,Kanpur,"I.I.T. Campus, Kanpur",2018,82,2,2,2,83,6,26,15,83,25,316,123,0,0,0,0
Uttar Pradesh,Kanpur,Indian Institute of Technology,2018,48,2,2,2,0,0,0,0,121,13,337,148,140,9,277,83
Uttar Pradesh,Kanpur,Indian Institute of Tehnology,2018,0,0,0,0,163,5,23,12,0,0,0,0,0,0,0,0
Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,2016,29,5,9,7,29,28,46,39,34,176,225,201,0,0,0,0
Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,2017,85,6,9,8,85,40,64,52,87,154,298,228,0,0,0,0
Uttar Pradesh,Kanpur,Jajmau / Awas Vikas,2018,90,6,9,8,90,42,64,54,90,145,273,202,0,0,0,0
Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",2016,100,3,16,7,100,21,76,39,100,41,686,263,0,0,0,0
Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",2017,69,2,8,5,69,25,80,42,69,46,639,287,0,0,0,0
Uttar Pradesh,Kanpur,"Ramadevi, Kanpur",2018,90,2,11,4,90,24,80,43,90,41,639,293,0,0,0,0
Uttar Pradesh,Khujra,Ahirpara,2017,96,19,25,22,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Khujra,Central Glass & Ceramic Research Institute,2017,94,22,27,24,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,Khurja,Ahirpara,2016,90,17,33,21,90,17,28,21,90,174,358,192,0,0,0,0
Uttar Pradesh,Khurja,Ahirpara,2017,0,0,0,0,96,19,24,21,95,171,244,196,0,0,0,0
Uttar Pradesh,Khurja,Ahirpara,2018,83,16,22,20,82,15,65,19,83,185,255,201,0,0,0,0
Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,2016,88,19,40,23,0,0,0,0,88,219,467,240,0,0,0,0
Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,2017,0,0,0,0,94,18,26,22,89,173,266,221,0,0,0,0
Uttar Pradesh,Khurja,Central Glass & Ceramic Research Institute,2018,88,18,25,22,88,17,24,20,88,187,413,226,0,0,0,0
Uttar Pradesh,Khurja,Institute,2016,0,0,0,0,88,18,30,22,0,0,0,0,0,0,0,0
Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,2016,97,5,15,8,98,17,42,28,99,53,529,223,0,0,0,0
Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,2017,77,6,23,9,77,15,39,27,75,61,555,257,0,0,0,0
Uttar Pradesh,Lucknow,Aminabad / S.M.K Chowk,2018,108,5,25,9,108,20,62,30,108,74,534,240,0,0,0,0
Uttar Pradesh,Lucknow,"Ansal Technical Institute Campus, Ansal API",2016,101,4,14,7,101,14,39,26,101,38,459,210,0,0,0,0
Uttar Pradesh,Lucknow,"Ansal Technical Institute Campus, Ansal API",2017,56,6,11,8,56,15,31,24,55,37,521,214,0,0,0,0
Uttar Pradesh,Lucknow,"Ansal Technical Institute Campus, Ansal API",2018,95,5,13,8,95,18,45,27,96,72,438,213,0,0,0,0
Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",2016,93,3,15,7,94,17,42,26,95,46,462,205,0,0,0,0
Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",2017,69,5,10,8,69,17,35,25,70,19,455,233,0,0,0,0
Uttar Pradesh,Lucknow,"Chandganj Garden, Aliganj",2018,97,4,12,8,97,17,40,27,97,36,435,182,0,0,0,0
Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",2016,101,5,14,8,101,16,39,27,101,56,530,217,0,0,0,0
Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",2017,64,6,15,9,64,16,50,27,60,112,680,328,0,0,0,0
Uttar Pradesh,Lucknow,"Kapoor Hotel, Hazratganj",2018,87,5,13,9,86,17,59,30,86,90,685,253,0,0,0,0
Uttar Pradesh,Lucknow,Mahanagar,2016,99,4,15,8,99,16,42,27,99,46,477,201,0,0,0,0
Uttar Pradesh,Lucknow,Mahanagar,2017,53,6,23,9,53,15,44,26,54,52,540,242,0,0,0,0
Uttar Pradesh,Lucknow,Mahanagar,2018,89,4,15,8,90,17,40,29,91,76,357,208,0,0,0,0
Uttar Pradesh,Lucknow,Nagar Nigam,2016,102,4,15,8,102,17,60,28,102,26,681,224,0,0,0,0
Uttar Pradesh,Lucknow,Nagar Nigam,2017,70,5,12,8,70,16,37,26,70,25,557,270,0,0,0,0
Uttar Pradesh,Lucknow,Nagar Nigam,2018,101,5,16,8,101,19,43,28,101,64,406,220,0,0,0,0
Uttar Pradesh,Lucknow,Talkatora,2016,94,5,14,8,94,7,60,28,95,51,499,215,0,0,0,0
Uttar Pradesh,Lucknow,Talkatora,2017,54,6,31,9,54,13,68,28,51,49,481,230,0,0,0,0
Uttar Pradesh,Lucknow,Talkatora,2018,90,5,12,8,90,18,67,31,89,35,547,223,0,0,0,0
Uttar Pradesh,Lucknow,Vikas Khand,2017,68,2,2,2,74,7,82,25,74,44,671,194,74,12,474,102
Uttar Pradesh,Lucknow,Vikas Khand,2018,108,2,6,2,105,14,77,36,107,17,730,198,108,10,668,108
Uttar Pradesh,Mathura,"CETP, Industrial Area, Mathura",2016,47,10,14,12,47,23,38,31,46,142,220,183,0,0,0,0
Uttar Pradesh,Mathura,"CETP, Industrial Area, Mathura",2017,35,9,28,12,35,19,36,26,37,124,191,161,0,0,0,0
