State,City,Location,Year,SO2 monitoring Days / Year,SO2 Minimum,SO2 Maximum,SO2 Annual Avg,NO2 monitoring Days / Year,NO2 Minimum,NO2 Maximum,NO2 Annual Avg,PM10 monitoring Days / Year,PM10 Minimum,PM10 Maximum,PM10 Annual Avg,PM25 monitoring Days / Year,PM25 Minimum,PM25 Maximum,PM25 Annual Avg
Himachal Pradesh,Parwanoo,"Regional Office, Sector- 4",2016,145,2,2,2,145,6,43,10,145,24,380,64,0,0,0,0
Himachal Pradesh,Parwanoo,"Regional Office, Sector- 4",2017,123,2,2,2,123,5,15,6,123,14,98,61,95,4,38,20
Himachal Pradesh,Parwanoo,"Regional Office, Sector- 4",2018,130,2,3,2,130,5,32,5,134,20,294,60,62,4,117,13
Himachal Pradesh,Shimla,"Bus Stand, Winterfield",2016,137,2,8,5,137,13,35,20,137,28,110,64,0,0,0,0
Himachal Pradesh,Shimla,"Bus Stand, Winterfield",2017,229,2,8,5,229,14,32,24,237,25,137,59,0,0,0,0
Himachal Pradesh,Shimla,"Bus Stand, Winterfield",2018,145,2,8,4,145,15,40,26,149,27,168,60,63,14,65,33
Himachal Pradesh,Shimla,Tekka Bench Ridge,2016,120,2,11,4,120,8,27,15,124,18,83,43,0,0,0,0
Himachal Pradesh,Shimla,Tekka Bench Ridge,2017,18,2,5,3,18,8,22,15,18,27,71,41,0,0,0,0
Himachal Pradesh,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",2016,142,2,2,2,142,5,25,9,142,15,238,81,0,0,0,0
Himachal Pradesh,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",2017,135,2,2,2,135,5,18,9,135,20,172,66,128,10,146,42
Himachal Pradesh,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",2018,138,2,2,2,139,5,20,10,144,20,321,78,59,8,162,51
Himachal Pradesh,Sunder Nagar,"Muncipal Council, NH-21, Mandi",2016,118,2,2,2,118,5,27,14,118,23,262,102,0,0,0,0
Himachal Pradesh,Sunder Nagar,"Muncipal Council, NH-21, Mandi",2017,120,2,2,2,120,5,22,12,122,20,183,79,64,13,92,40
Himachal Pradesh,Sunder Nagar,"Muncipal Council, NH-21, Mandi",2018,119,2,2,2,119,5,28,10,122,21,464,90,104,9,151,43
Himachal Pradesh,Una,"DIC Building, Mehatpur, Una",2016,97,2,2,2,97,5,8,5,124,59,93,74,0,0,0,0
Himachal Pradesh,Una,"DIC Building, Mehatpur, Una",2017,126,2,2,2,126,5,8,5,126,56,87,71,0,0,0,0
Himachal Pradesh,Una,"DIC Building, Mehatpur, Una",2018,15,2,2,2,15,5,7,5,79,58,84,66,0,0,0,0
Himachal Pradesh,Una,"Regional Office, Una",2016,111,2,3,2,111,5,7,5,141,45,84,65,0,0,0,0
Himachal Pradesh,Una,"Regional Office, Una",2017,133,2,2,2,135,5,9,5,135,50,78,61,0,0,0,0
Himachal Pradesh,Una,"Regional Office, Una",2018,36,2,2,2,34,5,6,5,116,55,556,68,0,0,0,0
Himachal Pradesh,Vashisht,"Behind pollution check barrier, Bhang",2018,24,2,3,2,24,5,13,5,24,22,90,44,0,0,0,0
Himachal Pradesh,Vashisht,Vashisht,2017,34,2,4,2,34,5,13,6,34,16,89,35,0,0,0,0
Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,2016,81,2,7,4,81,12,25,17,81,83,179,130,0,0,0,0
Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,2017,83,2,6,4,0,0,0,0,83,52,195,151,0,0,0,0
Jammu & Kashmir,Jammu,Bari Brahamana Industrial Area,2018,101,2,7,4,101,10,24,19,101,65,283,165,95,12,63,44
Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",2016,98,2,11,3,98,10,23,17,98,92,177,132,0,0,0,0
Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",2017,88,2,6,4,88,10,24,18,88,67,220,146,0,0,0,0
Jammu & Kashmir,Jammu,"M.A. Stadium, Jewel Chowk",2018,99,2,8,4,99,11,24,18,99,54,291,159,100,18,79,45
Jammu & Kashmir,Jammu,"Regional Office, Jammu",2016,96,2,6,3,96,11,25,17,96,87,181,131,0,0,0,0
Jammu & Kashmir,Jammu,"Regional Office, Jammu",2017,90,2,6,4,90,9,27,18,90,90,205,149,0,0,0,0
Jammu & Kashmir,Jammu,"Regional Office, Jammu",2018,98,2,7,4,98,10,25,19,98,73,367,169,90,14,77,45
Jammu & Kashmir,Pulwama,Khrew,2018,0,0,0,0,0,0,0,0,43,49,170,104,0,0,0,0
Jammu & Kashmir,Srinagar,Khonmoh,2018,0,0,0,0,0,0,0,0,47,60,205,123,0,0,0,0
Jammu & Kashmir,Srinagar,"Lasjan, Budgam",2018,0,0,0,0,0,0,0,0,39,47,820,258,0,0,0,0
Jammu & Kashmir,Srinagar,"SPCB Office Campus, Srinagar",2018,0,0,0,0,0,0,0,0,48,47,162,78,0,0,0,0
Jharkhand,Barajamda,Barajamda U.M. Office,2018,86,11,20,16,86,17,63,23,86,49,104,75,0,0,0,0
Jharkhand,Dhanbad,"CGM Office, Kusunda",2016,83,11,18,14,83,29,45,36,83,77,360,266,0,0,0,0
Jharkhand,Dhanbad,"CGM Office, Kusunda",2017,29,12,18,14,29,32,46,36,28,235,349,287,0,0,0,0
Jharkhand,Dhanbad,"CGM Office, Kusunda",2018,91,12,26,14,91,29,59,36,92,154,481,305,0,0,0,0
Jharkhand,Dhanbad,"EMTI, Bastacola",2016,79,11,21,15,79,29,48,37,80,161,354,249,0,0,0,0
Jharkhand,Dhanbad,"EMTI, Bastacola",2017,25,13,19,15,25,35,49,39,26,128,368,256,0,0,0,0
Jharkhand,Dhanbad,"EMTI, Bastacola",2018,75,11,19,14,75,29,53,37,77,96,465,268,0,0,0,0
Jharkhand,Dhanbad,R.O. Dhanbad,2016,82,11,22,15,82,30,48,38,82,68,247,164,0,0,0,0
Jharkhand,Dhanbad,R.O. Dhanbad,2017,24,13,18,15,24,31,43,37,24,129,262,171,0,0,0,0
Jharkhand,Dhanbad,R.O. Dhanbad,2018,87,11,19,14,87,30,47,37,87,80,358,218,0,0,0,0
Jharkhand,Jammu,Bari Brahamana Industrial Area,2017,0,0,0,0,83,8,27,18,0,0,0,0,0,0,0,0
Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,2016,64,28,42,36,64,36,52,45,64,74,171,135,0,0,0,0
Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,2017,65,26,43,36,65,32,54,46,65,85,175,131,0,0,0,0
Jharkhand,Jamshedpur,Bistupur Vehical Testing Centre,2018,93,27,49,37,93,35,59,46,93,74,190,127,0,0,0,0
Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,2016,59,27,42,36,59,35,50,44,59,79,173,137,0,0,0,0
Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,2017,64,27,42,36,64,34,53,45,64,77,172,130,0,0,0,0
Jharkhand,Jamshedpur,Golmuri Vehicle Testing Centre,2018,89,29,43,37,89,37,56,46,89,75,186,130,0,0,0,0
Jharkhand,Jharia,M.A.D.A.,2016,82,9,22,16,82,30,48,38,82,119,402,280,0,0,0,0
Jharkhand,Jharia,M.A.D.A.,2017,29,13,16,14,29,32,41,36,29,239,370,295,0,0,0,0
Jharkhand,Jharia,M.A.D.A.,2018,101,11,18,14,101,29,45,36,101,118,498,322,0,0,0,0
Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",2016,64,17,70,20,63,32,108,37,64,162,254,196,0,0,0,0
Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",2017,101,17,39,19,101,34,51,37,101,133,159,142,0,0,0,0
Jharkhand,Ranchi,"Albert Ekka Chowk, Main Road",2018,93,16,21,18,93,34,39,36,92,103,147,122,0,0,0,0
Jharkhand,Saraikela,"RO Building, Adityapur",2018,91,21,46,36,91,29,56,45,91,54,196,128,0,0,0,0
Jharkhand,Saraikela Kharsawan,"RO Building, Adityapur",2016,64,31,46,37,64,39,54,47,64,81,196,143,0,0,0,0
Jharkhand,Saraikela Kharsawan,"RO Building, Adityapur",2017,68,26,42,35,68,31,54,44,68,72,176,131,0,0,0,0
Jharkhand,Sindri,BIT / PDIL,2016,78,11,16,13,78,27,41,34,78,64,212,143,0,0,0,0
Jharkhand,Sindri,BIT / PDIL,2017,25,12,22,14,25,30,56,35,25,125,197,158,0,0,0,0
Jharkhand,Sindri,BIT / PDIL,2018,58,10,22,13,58,29,45,34,58,64,214,136,0,0,0,0
Jharkhand,West Singhbhum,Barajamda U.M. Office,2016,58,12,19,16,58,17,26,22,58,50,139,93,0,0,0,0
Jharkhand,West Singhbhum,Barajamda U.M. Office,2017,64,11,32,17,64,16,27,22,64,36,95,77,0,0,0,0
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,2016,33,2,2,2,33,5,19,11,33,41,82,59,21,3,62,24
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,2017,82,2,2,2,82,11,23,14,82,22,88,54,78,8,82,37
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,2018,84,2,2,2,84,10,34,13,83,18,106,65,79,6,78,35
Karnataka,Bangalore,"AMCO Batteries, Mysore Road",2016,104,2,12,2,104,18,53,35,104,45,221,114,104,20,98,52
Karnataka,Bangalore,"AMCO Batteries, Mysore Road",2017,100,2,2,2,100,25,48,35,100,46,171,89,103,22,72,43
Karnataka,Bangalore,"AMCO Batteries, Mysore Road",2018,120,2,4,2,120,21,41,32,120,46,162,102,118,18,72,46
Karnataka,Bangalore,"Graphite India, White Field Road",2016,94,2,2,2,94,17,50,33,94,44,331,155,87,16,119,60
Karnataka,Bangalore,"Graphite India, White Field Road",2017,72,2,2,2,72,23,39,31,72,45,247,117,53,21,95,51
Karnataka,Bangalore,"Graphite India, White Field Road",2018,83,2,3,2,83,29,40,33,83,56,270,116,29,32,70,53
Karnataka,Bangalore,"Jnanabharathi, Bangalore University",2016,84,3,30,11,84,8,29,16,84,9,103,43,0,0,0,0
Karnataka,Bangalore,"Jnanabharathi, Bangalore University",2017,59,2,12,4,59,3,28,11,51,1,48,25,0,0,0,0
Karnataka,Bangalore,"Jnanabharathi, Bangalore University",2018,77,2,10,6,77,8,23,14,77,13,65,41,0,0,0,0
Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",2016,108,2,2,2,108,11,48,28,108,32,262,107,0,0,0,0
Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",2017,98,2,2,2,98,20,37,29,98,39,197,101,25,37,85,50
Karnataka,Bangalore,"KHB Industrial Area, Yelahanka",2018,124,2,3,2,124,27,40,31,124,49,254,104,0,0,0,0
Karnataka,Bangalore,Peenya Industrial Area,2016,94,2,14,2,94,15,57,37,94,34,225,102,80,20,94,55
Karnataka,Bangalore,Peenya Industrial Area,2017,89,2,2,2,89,28,44,34,89,41,174,102,82,30,73,47
Karnataka,Bangalore,Peenya Industrial Area,2018,85,2,3,2,85,27,41,32,85,55,158,89,32,28,66,44
Karnataka,Bangalore,"RV College of Engineering, Mysore Road",2017,72,2,10,2,72,12,42,33,72,60,163,112,0,0,0,0
Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",2016,46,2,8,2,46,17,40,28,46,53,191,111,0,0,0,0
Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",2017,80,2,2,2,80,28,47,35,80,64,186,125,97,25,83,53
Karnataka,Bangalore,"TERI office, Vital Medi healthcare Pvt Ltd",2018,105,2,3,2,105,28,39,32,105,43,175,93,65,23,69,46
Karnataka,Bangalore,Victoria hospital,2016,102,2,6,2,102,12,60,34,102,39,209,98,79,17,80,43
Karnataka,Bangalore,Victoria hospital,2017,106,2,2,2,106,23,41,33,105,35,124,65,40,26,71,36
Karnataka,Bangalore,Victoria hospital,2018,104,2,5,2,104,27,37,31,104,33,129,66,0,0,0,0
Karnataka,Bangalore,Yeshwanthpura police station,2016,99,2,6,2,99,14,53,39,99,47,175,94,79,22,96,46
Karnataka,Bangalore,Yeshwanthpura police station,2017,105,2,2,2,105,29,47,35,105,43,144,88,64,27,66,43
Karnataka,Bangalore,Yeshwanthpura police station,2018,120,2,4,2,120,28,40,32,120,44,243,107,119,10,91,48
Karnataka,Belgaum,Karnataka SPCB Office Building,2016,89,2,2,2,89,5,40,16,7,46,146,112,26,6,98,38
Karnataka,Belgaum,Karnataka SPCB Office Building,2017,91,2,2,2,91,11,29,17,90,17,356,95,64,7,153,53
Karnataka,Belgaum,Karnataka SPCB Office Building,2018,79,2,2,2,79,10,23,15,79,16,325,89,26,9,82,50
Karnataka,Bidar,KSPCB Office Premises,2017,0,0,0,0,0,0,0,0,77,32,311,127,0,0,0,0
Karnataka,Bidar,KSPCB Office Premises,2018,45,2,3,2,45,6,32,14,44,13,147,82,44,11,76,41
Karnataka,Bijapur,"KSPCB Office Premises, Bijapur",2016,76,2,2,2,76,5,24,12,75,29,252,93,23,11,86,40
Karnataka,Bijapur,"KSPCB Office Premises, Bijapur",2017,77,2,3,2,77,6,22,14,77,30,206,94,65,7,89,39
Karnataka,Bijapur,"KSPCB Office Premises, Bijapur",2018,87,2,2,2,87,10,21,14,86,19,185,76,85,4,75,31
Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",2016,90,2,6,3,90,16,23,20,91,28,81,41,0,0,0,0
Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",2017,98,2,4,3,98,5,13,6,97,23,93,46,46,9,38,20
Karnataka,Chitradurga,"KSPCB Office Premises, Chitradurga",2018,101,2,17,4,101,5,12,6,100,18,354,53,0,0,0,0
Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",2016,54,2,4,3,54,5,23,7,54,19,95,46,0,0,0,0
Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",2017,82,2,5,3,82,5,8,6,81,18,99,50,30,10,34,19
Karnataka,Devanagere,"HPF Intakewell, Kumarapattnam",2018,105,2,24,4,105,5,11,6,105,20,70,40,53,4,33,16
Karnataka,Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road",2016,53,3,6,5,53,6,11,10,53,54,336,175,0,0,0,0
Karnataka,Devanagere,"Mothi Theatre, Gandhi Circle, P.B. Road",2017,84,4,7,5,84,7,12,10,80,45,358,161,2,8,45,27
Karnataka,Devanagere,"Regional Office building, KSPCB",2016,50,2,5,3,50,5,9,6,50,14,132,62,0,0,0,0
Karnataka,Devanagere,"Regional Office building, KSPCB",2017,80,2,6,3,80,5,10,7,80,25,143,49,74,6,83,21
Karnataka,Devanagere,"Regional Office building, KSPCB",2018,94,2,10,4,94,5,12,7,93,21,83,48,94,4,45,19
Karnataka,Dharwad,"Rani Chennamma Circle, Hubli",2016,104,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Dharwad,"Rani Chennamma Circle, Hubli",2017,108,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,Gulburga,Government Hospital,2016,0,0,0,0,0,0,0,0,0,0,0,0,91,23,147,59
Karnataka,Gulburga,Government Hospital,2017,18,2,5,3,18,13,62,27,89,10,133,54,0,0,0,0
Karnataka,Gulburga,Government Hospital,2018,61,2,5,2,61,5,41,14,59,7,154,55,55,9,90,41
Karnataka,Hassan,KSRTC bus stand building,2016,111,5,7,6,111,18,21,19,111,24,33,26,0,0,0,0
Karnataka,Hassan,KSRTC bus stand building,2017,108,4,8,5,108,15,21,19,108,18,57,31,50,23,49,29
Karnataka,Hassan,KSRTC bus stand building,2018,104,2,5,4,104,14,23,19,104,25,47,33,76,17,39,27
Karnataka,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",2016,104,4,7,5,104,11,26,20,104,61,90,77,76,13,63,35
Karnataka,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",2017,106,4,7,5,106,15,32,23,106,46,94,69,96,16,48,32
Karnataka,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",2018,103,4,7,5,103,15,29,20,103,42,87,66,100,13,36,22
Karnataka,Hubli-Dharwad,"Rani Chennamma Circle, Hubli",2016,0,0,0,0,104,14,27,20,104,67,104,90,85,14,66,36
Karnataka,Hubli-Dharwad,"Rani Chennamma Circle, Hubli",2017,0,0,0,0,108,22,32,26,108,70,101,89,93,22,53,37
Karnataka,Hubli-Dharwad,"Rani Chennamma Circle, Hubli",2018,106,4,8,5,106,18,30,25,106,57,106,84,60,17,41,29
Karnataka,Karwar,Karwar Port Directors Office,2017,27,4,6,5,26,11,28,24,25,54,121,73,10,5,46,28
Karnataka,Kolar,"KSPCB Office Premises, Kolar",2016,58,2,2,2,57,12,39,26,53,36,100,62,61,16,58,33
Karnataka,Kolar,"KSPCB Office Premises, Kolar",2017,86,2,2,2,86,23,39,32,58,37,133,68,18,29,57,42
Karnataka,Kolar,"KSPCB Office Premises, Kolar",2018,95,2,2,2,95,12,39,30,95,34,148,81,21,29,58,38
Karnataka,Mandya,"KSPCB Building, Bandigowda Badarahe",2016,90,2,6,3,90,16,23,20,90,16,23,20,0,0,0,0
Karnataka,Mandya,"KSPCB Building, Bandigowda Badarahe",2017,96,2,7,2,95,10,21,16,97,34,71,45,29,22,28,25
Karnataka,Mandya,"KSPCB Building, Bandigowda Badarahe",2018,45,2,2,2,45,10,14,12,44,36,55,44,0,0,0,0
Karnataka,Mangalore,Baikampady Industrial Area,2016,60,2,14,7,60,5,14,9,60,17,62,40,0,0,0,0
Karnataka,Mangalore,Baikampady Industrial Area,2017,95,3,12,8,95,5,14,9,95,41,114,75,47,19,90,50
Karnataka,Mangalore,Baikampady Industrial Area,2018,93,4,10,7,93,6,13,10,93,32,87,57,0,0,0,0
Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",2016,81,2,6,3,81,15,26,21,81,27,80,49,0,0,0,0
Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",2017,104,2,9,2,104,11,31,19,104,44,115,55,0,0,0,0
Karnataka,Mysore,"K.R.Circle, Visvesvaraya Bldg",2018,103,2,10,3,103,11,20,15,103,45,77,53,94,22,38,29
Karnataka,Mysore,KSPCB Bldg. Hebbal Ind. Area,2016,101,2,7,3,101,17,25,20,101,25,72,45,0,0,0,0
Karnataka,Mysore,KSPCB Bldg. Hebbal Ind. Area,2017,91,2,9,2,91,13,23,18,91,37,66,50,31,21,32,27
Karnataka,Raichur,"KSPCB Office Premises, Raichur",2016,29,2,12,5,29,5,25,14,69,16,223,83,0,0,0,0
Karnataka,Raichur,"KSPCB Office Premises, Raichur",2017,84,2,24,3,84,5,35,12,115,25,318,92,115,5,109,39
Karnataka,Raichur,"KSPCB Office Premises, Raichur",2018,106,2,23,2,106,5,28,12,106,8,284,90,106,5,77,33
Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",2016,53,2,4,3,53,5,7,6,53,10,82,42,0,0,0,0
Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",2017,89,2,5,3,89,5,10,6,87,14,92,36,75,9,30,17
Karnataka,Shimaga,"The VISL, Oxygen Plant, Shimoga",2018,101,2,25,8,101,5,12,6,99,15,92,44,100,8,42,17
Karnataka,Timukuru,KSPCB Office Premises,2016,93,2,2,2,93,14,68,35,93,37,215,136,0,0,0,0
Karnataka,Timukuru,KSPCB Office Premises,2017,94,2,2,2,94,21,37,31,94,46,184,125,25,35,70,58
Karnataka,Timukuru,KSPCB Office Premises,2018,103,2,3,2,103,25,39,32,103,34,181,87,0,0,0,0
Kerala,Alappuzha,"DC Mills, Pathirappally",2016,107,2,2,2,107,5,5,5,107,21,81,43,0,0,0,0
Kerala,Alappuzha,"DC Mills, Pathirappally",2017,119,2,2,2,119,5,5,5,119,31,84,63,0,0,0,0
Kerala,Alappuzha,"DC Mills, Pathirappally",2018,88,2,2,2,88,5,5,5,88,19,76,54,0,0,0,0
Kerala,Alappuzha,"District Office, Alissery Road",2016,120,2,2,2,120,5,5,5,120,23,71,42,0,0,0,0
Kerala,Alappuzha,"District Office, Alissery Road",2017,120,2,2,2,120,5,5,5,120,27,69,52,0,0,0,0
Kerala,Alappuzha,"District Office, Alissery Road",2018,98,2,2,2,98,5,5,5,98,15,69,46,0,0,0,0
Kerala,Kochi,"Eloor I, FACT, Ambalamughal",2016,119,2,2,2,118,10,91,37,119,18,137,49,0,0,0,0
Kerala,Kochi,"Eloor I, FACT, Ambalamughal",2017,120,2,2,2,120,15,60,29,120,17,110,46,0,0,0,0
Kerala,Kochi,"Eloor I, FACT, Ambalamughal",2018,84,2,4,2,80,10,40,23,80,15,99,57,0,0,0,0
Kerala,Kochi,Eloor II,2016,119,2,2,2,118,11,76,38,119,23,156,53,0,0,0,0
Kerala,Kochi,Eloor II,2017,119,2,2,2,119,20,59,32,119,14,122,57,0,0,0,0
Kerala,Kochi,Eloor II,2018,92,2,6,3,88,13,46,26,88,24,113,66,0,0,0,0
Kerala,Kochi,Ernakulum South,2016,106,2,4,2,106,5,31,13,106,17,232,56,0,0,0,0
Kerala,Kochi,Ernakulum South,2017,96,2,6,2,96,5,34,13,96,17,159,49,0,0,0,0
Kerala,Kochi,Ernakulum South,2018,106,2,7,3,106,5,25,13,106,19,136,53,0,0,0,0
Kerala,Kochi,Irumpanam,2016,102,2,6,2,102,5,26,11,102,7,90,33,0,0,0,0
Kerala,Kochi,Irumpanam,2017,96,2,10,3,96,5,34,15,96,28,92,54,0,0,0,0
Kerala,Kochi,Irumpanam,2018,106,2,10,3,106,5,33,11,106,17,136,52,0,0,0,0
Kerala,Kochi,KALAMASSERY / CSIR Complex,2016,111,2,5,2,111,5,27,11,111,14,126,56,0,0,0,0
Kerala,Kochi,KALAMASSERY / CSIR Complex,2017,114,2,7,2,114,5,34,9,114,10,135,51,0,0,0,0
Kerala,Kochi,KALAMASSERY / CSIR Complex,2018,103,2,10,3,103,5,32,11,103,19,161,62,0,0,0,0
Kerala,Kochi,MG Road Bank Ernakulum,2016,106,2,4,2,106,5,32,11,106,12,130,36,0,0,0,0
Kerala,Kochi,MG Road Bank Ernakulum,2017,108,2,9,3,108,5,27,12,108,14,139,50,0,0,0,0
Kerala,Kochi,MG Road Bank Ernakulum,2018,106,2,9,3,106,5,26,14,106,17,194,53,0,0,0,0
Kerala,Kochi,VYTTILA,2016,110,2,5,2,110,5,43,19,110,18,140,51,0,0,0,0
Kerala,Kochi,VYTTILA,2017,119,2,11,3,101,5,48,20,101,17,138,49,0,0,0,0
Kerala,Kochi,VYTTILA,2018,106,2,9,3,99,5,44,14,99,19,188,53,0,0,0,0
Kerala,Kollam,KMML Chavara,2016,120,3,6,4,120,5,10,8,120,29,69,46,0,0,0,0
Kerala,Kollam,KMML Chavara,2017,120,2,7,3,120,5,11,7,120,18,76,47,0,0,0,0
Kerala,Kollam,KMML Chavara,2018,96,2,4,3,96,5,7,6,96,38,60,49,0,0,0,0
Kerala,Kollam,"KSPCB, District Office, Kadappakada",2016,120,3,6,4,120,6,10,7,120,32,71,45,0,0,0,0
Kerala,Kollam,"KSPCB, District Office, Kadappakada",2017,120,2,5,2,120,5,5,5,120,13,61,39,0,0,0,0
Kerala,Kollam,"KSPCB, District Office, Kadappakada",2018,99,2,3,2,99,5,7,5,99,20,54,45,0,0,0,0
Kerala,Kottayam,Kottayam,2016,120,3,5,4,120,13,19,16,120,15,128,50,0,0,0,0
Kerala,Kottayam,Kottayam,2017,120,4,5,4,120,12,17,14,120,19,122,41,0,0,0,0
Kerala,Kottayam,Kottayam,2018,112,2,4,3,112,12,14,13,112,24,57,39,0,0,0,0
Kerala,Kottayam,Kozhikode City,2016,120,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,Kottayam,Vadavathoor,2016,120,4,5,5,120,14,20,18,120,16,162,58,0,0,0,0
Kerala,Kottayam,Vadavathoor,2017,120,4,12,5,120,14,38,15,120,23,133,59,0,0,0,0
Kerala,Kottayam,Vadavathoor,2018,112,2,5,3,112,12,15,14,112,27,85,50,0,0,0,0
Kerala,Kozhikode,Kozhikode City,2016,0,0,0,0,120,8,35,18,120,11,102,51,0,0,0,0
Kerala,Kozhikode,Kozhikode City,2017,120,2,2,2,120,9,40,18,120,15,95,45,0,0,0,0
Kerala,Kozhikode,Kozhikode City,2018,108,2,2,2,103,5,29,11,103,20,501,61,10,2,13,7
Kerala,Kozhikode,Nallalam,2016,120,2,2,2,120,8,32,18,120,11,109,51,0,0,0,0
Kerala,Kozhikode,Nallalam,2017,120,2,2,2,120,11,31,17,120,18,94,49,0,0,0,0
Kerala,Kozhikode,Nallalam,2018,109,2,2,2,104,5,23,8,104,8,131,48,10,2,12,6
Kerala,Malapuram,"Kakkanchery, Sijmak oils",2016,115,2,2,2,115,5,38,17,115,16,104,37,0,0,0,0
Kerala,Malapuram,"Kakkanchery, Sijmak oils",2017,119,2,2,2,119,9,50,21,119,5,87,32,0,0,0,0
Kerala,Malapuram,"Kakkanchery, Sijmak oils",2018,105,2,2,2,105,6,38,26,105,14,77,31,0,0,0,0
Kerala,Palakkad,SEPR Refractories India Ltd.,2016,120,2,2,2,120,6,10,9,120,23,77,41,0,0,0,0
Kerala,Palakkad,SEPR Refractories India Ltd.,2017,120,2,2,2,120,7,10,9,120,24,68,44,0,0,0,0
Kerala,Palakkad,SEPR Refractories India Ltd.,2018,103,2,8,2,102,6,10,9,102,11,97,44,0,0,0,0
Kerala,Pathanamthitta,"KSPCB, Makkamkunnu",2016,120,2,2,2,120,15,15,15,120,26,27,26,0,0,0,0
Kerala,Pathanamthitta,"KSPCB, Makkamkunnu",2017,120,2,2,2,120,15,17,16,120,26,30,28,0,0,0,0
Kerala,Pathanamthitta,"KSPCB, Makkamkunnu",2018,103,2,2,2,103,9,19,15,103,15,39,31,0,0,0,0
Kerala,Thiruvananthapuram,PETTAH / Sasthamangalam,2016,108,7,9,8,108,22,30,25,108,44,58,51,0,0,0,0
Kerala,Thiruvananthapuram,PETTAH / Sasthamangalam,2017,108,6,11,8,108,22,28,26,108,37,56,49,0,0,0,0
Kerala,Thiruvananthapuram,PETTAH / Sasthamangalam,2018,88,6,9,7,88,19,27,23,88,33,69,50,0,0,0,0
Kerala,Thiruvananthapuram,PRS Hospital/COSMO,2016,108,6,9,8,108,23,28,26,108,46,60,53,0,0,0,0
Kerala,Thiruvananthapuram,PRS Hospital/COSMO,2017,108,6,11,8,108,21,30,26,108,35,54,48,0,0,0,0
Kerala,Thiruvananthapuram,PRS Hospital/COSMO,2018,88,5,8,7,88,10,30,23,88,33,59,44,0,0,0,0
Kerala,Thiruvananthapuram,SMV School,2016,108,6,9,8,108,22,29,26,108,47,61,53,0,0,0,0
Kerala,Thiruvananthapuram,SMV School,2017,108,6,11,8,108,22,30,26,108,39,56,49,0,0,0,0
Kerala,Thiruvananthapuram,SMV School,2018,86,6,8,7,86,16,53,23,86,37,67,48,0,0,0,0
Kerala,Thiruvananthapuram,VELI / HiTech Chackai,2016,107,16,19,18,107,22,28,25,107,48,59,54,0,0,0,0
Kerala,Thiruvananthapuram,VELI / HiTech Chackai,2017,99,13,19,17,99,22,57,26,99,36,61,51,0,0,0,0
Kerala,Thiruvananthapuram,VELI / HiTech Chackai,2018,86,11,21,16,86,22,28,25,85,40,64,54,0,0,0,0
Kerala,Thissur,"KSPCB, District Office, Poonkunnam",2016,120,2,3,2,120,5,13,5,120,13,78,54,0,0,0,0
Kerala,Thissur,"KSPCB, District Office, Poonkunnam",2017,119,2,3,2,119,4,9,5,119,42,78,56,0,0,0,0
Kerala,Thissur,"KSPCB, District Office, Poonkunnam",2018,108,2,18,3,108,4,31,9,108,11,82,41,0,0,0,0
Kerala,Wayanad,Sulthan Bathery,2016,121,2,2,2,121,5,10,5,121,15,75,39,0,0,0,0
